name,experience,employment,schedule,city,company,description,skills,category,level,salary_from,salary_to,salary
Программист 1С,between1And3,full,fullDay,Щёлково,ОООПрофХолод,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Разработка новых функциональных возможностей, оптимизация кода, документирование. Основной инструментарий: Linux, Docker. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",SQL;Docker;Linux,Engineer,middle,210000.0,,210000.0
Fullstack-разработчик PHP/JS Junior (в офис),between1And3,full,fullDay,Среднеуральск,ОООКВАДРОГРУПП,"В команду нужен Junior fullstack-инженер для разработки от UI до API. Реализация небольших фич, исправление багов, активное обучение внутри команды. Обязателен практический опыт работы с FastAPI, JavaScript, TypeScript. Agile-процессы, современный стек, регулярные performance review.",JavaScript;PostgreSQL;FastAPI;TypeScript,Fullstack Developer,junior,100000.0,,100000.0
Программист С++,between3And6,full,fullDay,Казань,"АОИНКОМСИСТЕМ, НИЦ","Ищем Middle IT-специалиста для работы над технически сложными задачами. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Основной инструментарий: Git, Linux, SQL, Docker. Удалённая работа или офис в центре города, дружная команда.",SQL;Git;Python;Docker;Linux,Engineer,middle,250000.0,,250000.0
Senior Backend Developer,between1And3,full,fullDay,Тюмень,VK,"Команда разработки приглашает Junior backend-инженера. Реализация небольших фич, исправление багов, активное обучение внутри команды. Требуется опыт: Kafka, Docker. Agile-процессы, современный стек, регулярные performance review.",Java;Spring;PostgreSQL;Kafka;Docker,Backend Developer,junior,125000.0,180000.0,155000.0
Senior Backend Developer,moreThan6,part,fullDay,Нижний Новгород,Авито,"Ищем Senior backend-разработчика для создания высоконагруженных сервисов. Проектирование архитектурных решений, code review, менторство коллег. Ключевые технологии стека: Node.js. Стабильная компания, интересные технические проекты, сильная культура.",Node.js,Backend Developer,senior,450000.0,675000.0,562500.0
Software Developer,between3And6,full,remote,Удалённо,VK,"Открыта позиция Middle инженера для решения нетривиальных задач. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Стек команды включает Python, Linux, Git. Интересные задачи, сильная инженерная команда, гибкий рабочий день.",Python;SQL;Git;Linux;REST API,Engineer,middle,175000.0,210000.0,200000.0
Trainee Software Developer,between1And3,full,fullDay,Москва,Яндекс,"Открыта позиция Junior инженера для решения нетривиальных задач. Участие в разработке под наставничеством старших коллег, документирование кода. В работе будете использовать Docker, Java, Linux. Конкурентная зарплата с ежегодным ревью, ДМС, оплата конференций.",Java;Git;Linux;Docker;SQL,Engineer,junior,95000.0,120000.0,110000.0
Junior Backend Developer,between1And3,full,fullDay,Казань,VK,"Команда разработки приглашает Junior backend-инженера. Реализация небольших фич, исправление багов, активное обучение внутри команды. Требуется опыт: Django, Python. Работа над высоконагруженным продуктом, конкурентная зарплата, ДМС.",Python;Django,Backend Developer,junior,50000.0,,50000.0
Middle Software Engineer,between3And6,full,flexible,Москва,Авито,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Разработка новых функциональных возможностей, оптимизация кода, документирование. Обязателен практический опыт работы с Linux, Git. Удалённая работа или офис в центре города, дружная команда.",Go;Git;Linux;Docker;PostgreSQL,Engineer,middle,140000.0,185000.0,165000.0
Tech Lead,between3And6,full,remote,Ростов-на-Дону,VK,"Приглашаем Middle специалиста для работы над продуктом компании. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Необходимо знание Docker, SQL, Git на уверенном уровне. Интересные задачи, сильная инженерная команда, гибкий рабочий день.",Python;Git;Linux;Docker;SQL,Engineer,middle,120000.0,150000.0,135000.0
Middle Network Administrator,between3And6,full,fullDay,Москва,Сбер,"Приглашаем Middle сисадмина для обслуживания корпоративных систем. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Стек команды включает VMware, Active Directory, Cisco. Интересные задачи, сильная инженерная команда, гибкий рабочий день.",Linux;Windows Server;Active Directory;VMware;Cisco,System Administrator,middle,75000.0,85000.0,80000.0
Mid-level Product Analyst,between3And6,part,remote,Москва,Додо,"В аналитическую команду нужен Middle специалист для поддержки принятия решений. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Стек команды включает Python, Power BI. Работа над высоконагруженным продуктом с миллионами пользователей, ДМС.",SQL;Excel;Power BI;Python;Looker,Data Analyst,middle,290000.0,355000.0,335000.0
Системный администратор,between1And3,full,fullDay,Солнечногорск,ООО ЭКСПРЕСС,"Ищем Middle системного администратора для управления IT-инфраструктурой. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Необходимо знание Linux, Docker на уверенном уровне. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",Linux;Monitoring;Docker;VMware,System Administrator,middle,110000.0,,110000.0
Middle Software Engineer,between3And6,full,remote,Ростов-на-Дону,Яндекс,"Развиваем продукт и ищем Middle разработчика с опытом и желанием расти. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. В работе будете использовать Linux, Java. Удалённая работа или офис в центре города, дружная команда.",Java;Git;Linux;Docker;SQL,Engineer,middle,75000.0,90000.0,85000.0
Middle Backend Developer,between3And6,full,remote,Нижний Новгород,VK,"В продуктовую команду нужен Middle разработчик для развития API-платформы. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Обязателен практический опыт работы с Rust. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Rust,Backend Developer,middle,200000.0,,200000.0
Frontend Developer (Vue 3),between1And3,full,fullDay,Елабужский район,Алабуга. Проектный менеджмент,"Ищем Middle frontend-разработчика для создания современных интерфейсов. Разработка новых функциональных возможностей, оптимизация кода, документирование. Обязателен практический опыт работы с Git, JavaScript, webpack. Agile-процессы, современный стек, регулярные performance review.",HTML;React;webpack;Git;JavaScript,Frontend Developer,middle,127500.0,,127500.0
Mid-level Senior Software Engineer,between3And6,project,remote,Удалённо,Тинькофф,"Открыта позиция Middle инженера для решения нетривиальных задач. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Требуется опыт: REST API, SQL. Удалённая работа или офис в центре города, дружная команда.",Python;SQL;Git;Linux;REST API,Engineer,middle,85000.0,105000.0,100000.0
Mid-level Senior Sysadmin,between3And6,full,remote,Красноярск,МегаФон,"Ищем Middle системного администратора для управления IT-инфраструктурой. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Обязателен практический опыт работы с Active Directory, Windows Server, VMware, Linux. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Linux;Windows Server;Active Directory;VMware;Cisco,System Administrator,middle,75000.0,105000.0,95000.0
Software Developer,between3And6,full,fullDay,Новосибирск,VK,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Ожидаем уверенное владение PostgreSQL, Go, Docker, Linux. Удалённая работа или офис в центре города, дружная команда.",Go;Git;Linux;Docker;PostgreSQL,Engineer,middle,70000.0,85000.0,80000.0
Инженер-конструктор / инженер-проектировщик,between1And3,full,fullDay,Москва,ОООФортекс,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Ожидаем уверенное владение Python, Linux. Удалённая работа или офис в центре города, дружная команда.",Linux;Python,Engineer,middle,150000.0,,150000.0
Senior Software Engineer,between3And6,full,flexible,Москва,Озон,"Открыта позиция Middle инженера для решения нетривиальных задач. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Ожидаем уверенное владение Git, SQL, Linux, REST API. Стабильная компания, интересные технические проекты, сильная культура.",Python;SQL;Git;Linux;REST API,Engineer,middle,220000.0,275000.0,250000.0
Middle Senior Software Engineer,between3And6,part,fullDay,Москва,Яндекс,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Основной инструментарий: Linux, Git, Docker. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",Python;Git;Linux;Docker;SQL,Engineer,middle,160000.0,215000.0,200000.0
Middle Senior Software Engineer,between3And6,part,fullDay,Тюмень,Тинькофф,"Приглашаем Middle специалиста для работы над продуктом компании. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. В работе будете использовать Linux, SQL, Docker. Работа в продуктовой команде, современный стек, возможность роста.",Java;Git;Linux;Docker;SQL,Engineer,middle,140000.0,195000.0,165000.0
Backend Developer,between3And6,project,remote,Ростов-на-Дону,Самокат,"Приглашаем Middle backend-разработчика для работы над микросервисной архитектурой. Разработка новых функциональных возможностей, оптимизация кода, документирование. Стек команды включает MongoDB, TypeScript. Работа над высоконагруженным продуктом с миллионами пользователей, ДМС.",Node.js;TypeScript;MongoDB;Docker;Git,Backend Developer,middle,120000.0,160000.0,145000.0
Системный администратор,between3And6,full,remote,Москва,Газпром,"Ищем Middle системного администратора для управления IT-инфраструктурой. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Основной инструментарий: Docker, Prometheus, Linux. Работа над высоконагруженным продуктом с миллионами пользователей, ДМС.",Linux;Kubernetes;Docker;Prometheus;Grafana,System Administrator,middle,155000.0,225000.0,190000.0
Senior Software Engineer,between3And6,full,remote,Москва,Авито,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Требуется опыт: Java, Linux. Стабильная компания, интересные технические проекты, сильная культура.",Java;Git;Linux;Docker;SQL,Engineer,middle,125000.0,160000.0,140000.0
Senior Software Engineer,between3And6,full,remote,Екатеринбург,Контур,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Ожидаем уверенное владение REST API, Git, Linux, Python. Конкурентная зарплата с ежегодным ревью, ДМС, оплата конференций.",Python;SQL;Git;Linux;REST API,Engineer,middle,130000.0,170000.0,145000.0
Инженер-сметчик,between3And6,full,fullDay,Казань,ОООАзамат,"Приглашаем Middle специалиста для работы над продуктом компании. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Требуется опыт: Python, Linux, Docker. Официальное оформление, ДМС, корпоративное обучение и конференции.",Docker;Linux;Python,Engineer,middle,100000.0,,100000.0
Middle Backend Developer,between3And6,full,remote,Тюмень,Dodo Pizza,"Приглашаем Middle backend-разработчика для работы над микросервисной архитектурой. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Стек команды включает Kafka, PostgreSQL, Docker, Java. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Java;Spring;PostgreSQL;Kafka;Docker,Backend Developer,middle,285000.0,355000.0,305000.0
Lead Backend Engineer,moreThan6,project,flexible,Тюмень,VK,"Команда разработки приглашает Senior backend-инженера. Проектирование систем с нуля, оценка рисков, взаимодействие с продуктовой командой. Ожидаем уверенное владение Node.js, TypeScript. Стабильная компания, интересные технические проекты, сильная культура.",Node.js;TypeScript;MongoDB;Docker;Git,Backend Developer,senior,340000.0,420000.0,395000.0
Trainee Backend Developer,between1And3,full,fullDay,Краснодар,Самокат,"Команда разработки приглашает Junior backend-инженера. Реализация небольших фич, исправление багов, активное обучение внутри команды. Требуется опыт: Node.js, TypeScript, Docker, MongoDB. Официальное оформление, ДМС, корпоративное обучение и конференции.",Node.js;TypeScript;MongoDB;Docker;Git,Backend Developer,junior,70000.0,90000.0,80000.0
Senior Backend Developer,moreThan6,full,fullDay,Санкт-Петербург,VK,"Команда разработки приглашает Senior backend-инженера. Разработка сложных компонентов, участие в архитектурных обсуждениях, экспертиза. Основной инструментарий: Java, Docker. Официальное оформление, ДМС, корпоративное обучение и конференции.",Java;Spring;PostgreSQL;Kafka;Docker,Backend Developer,senior,155000.0,220000.0,190000.0
Python Developer,between1And3,full,fullDay,Тюмень,СберТех,"Команда разработки приглашает Junior backend-инженера. Выполнение задач из бэклога, участие в митингах команды, изучение внутренних стандартов. Основной инструментарий: Docker, Python, FastAPI, PostgreSQL. Стабильная компания, интересные технические проекты, сильная культура.",Python;FastAPI;PostgreSQL;Redis;Docker,Backend Developer,junior,95000.0,125000.0,110000.0
Инженер-технолог,between1And3,full,fullDay,Дзержинск,ОООРидан Трейд,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. В работе будете использовать SQL, Linux. Удалённая работа или офис в центре города, дружная команда.",SQL;Linux,Engineer,middle,115000.0,,115000.0
Инженер-технолог цеха добычи нефти и газа (Татышлинский район с. Новокайпаново),noExperience,full,fullDay,село Новокайпаново,ОООБашнефть-Добыча,"Приглашаем Middle специалиста для работы над продуктом компании. Разработка новых функциональных возможностей, оптимизация кода, документирование. Необходимо знание Git, Linux на уверенном уровне. Официальное оформление, ДМС, корпоративное обучение и конференции.",SQL;Linux;Git,Engineer,middle,64000.0,,64000.0
Software Engineer,between3And6,full,fullDay,Санкт-Петербург,Яндекс,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Разработка новых функциональных возможностей, оптимизация кода, документирование. Требуется опыт: SQL, REST API. Конкурентная зарплата с ежегодным ревью, ДМС, оплата конференций.",Python;SQL;Git;Linux;REST API,Engineer,middle,130000.0,160000.0,140000.0
Инженер-сметчик,between1And3,full,fullDay,Одинцово,ООО СФП,"Приглашаем Middle специалиста для работы над продуктом компании. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Требуется опыт: Python, Linux, Docker. Официальное оформление, ДМС, корпоративное обучение и конференции.",Docker;Linux;Python,Engineer,middle,100000.0,,100000.0
Инженер по защите информации,between1And3,full,fullDay,Белгород,ОГКУЗ Противотуберкулезный диспансер,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Ожидаем уверенное владение Linux, Git. Работа в продуктовой команде, современный стек, возможность роста.",Git;Linux;SQL;Docker,Engineer,middle,40000.0,55000.0,47500.0
Middle Software Engineer,between3And6,full,fullDay,Пермь,Контур,"Приглашаем Middle специалиста для работы над продуктом компании. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Требуется опыт: Linux, SQL, Python. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Python;Git;Linux;Docker;SQL,Engineer,middle,140000.0,160000.0,150000.0
AI-Native Frontend Developer | Vibe-Coding специалист,between1And3,full,fullDay,Москва,ИП Волкова Татьяна Михайловна,"Ищем Middle frontend-разработчика для создания современных интерфейсов. Разработка новых функциональных возможностей, оптимизация кода, документирование. Ожидаем уверенное владение webpack, React, TypeScript. Стабильная компания, интересные технические проекты, сильная культура.",React;webpack;TypeScript,Frontend Developer,middle,80000.0,100000.0,90000.0
Principal Middle Backend Developer,moreThan6,full,fullDay,Нижний Новгород,2ГИС,"Ищем Senior backend-разработчика для создания высоконагруженных сервисов. Техническое лидерство в команде, участие в найме, написание технической документации. Необходимо знание Python, Celery, Django, PostgreSQL на уверенном уровне. Удалённая работа или офис в центре города, дружная команда.",Python;Django;PostgreSQL;Celery;Git,Backend Developer,senior,340000.0,500000.0,420000.0
Программист 1С,between1And3,full,fullDay,Белгород,ООО Шеврус,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Разработка новых функциональных возможностей, оптимизация кода, документирование. Основной инструментарий: Linux, Docker. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",SQL;Docker;Linux,Engineer,middle,70000.0,130000.0,100000.0
Middle Backend Developer,between3And6,project,fullDay,Екатеринбург,VK,"Приглашаем Middle backend-разработчика для работы над микросервисной архитектурой. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Обязателен практический опыт работы с Golang. Удалённая работа или офис в центре города, дружная команда.",Golang,Backend Developer,middle,250000.0,350000.0,300000.0
Go Developer,moreThan6,full,fullDay,Самара,СберТех,"Приглашаем Senior backend-разработчика для работы над микросервисной архитектурой. Разработка сложных компонентов, участие в архитектурных обсуждениях, экспертиза. Необходимо знание PostgreSQL, Docker, Spring, Java на уверенном уровне. Работа в продуктовой команде, современный стек, возможность роста.",Java;Spring;PostgreSQL;Kafka;Docker,Backend Developer,senior,240000.0,335000.0,300000.0
Ведущий инженер-технолог,between1And3,full,fullDay,Бийск,ЗАО ПО Спецавтоматика,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Разработка новых функциональных возможностей, оптимизация кода, документирование. Требуется опыт: Linux, Docker. Работа над высоконагруженным продуктом, конкурентная зарплата, ДМС.",Linux;Docker,Engineer,middle,90000.0,110000.0,100000.0
Software Developer,between3And6,full,fullDay,Екатеринбург,Яндекс,"Открыта позиция Middle инженера для решения нетривиальных задач. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Необходимо знание SQL, Python, Docker, Linux на уверенном уровне. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Python;Git;Linux;Docker;SQL,Engineer,middle,315000.0,370000.0,335000.0
Mid-level Senior Software Engineer,between3And6,full,remote,Пермь,Selectel,"Открыта позиция Middle инженера для решения нетривиальных задач. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Обязателен практический опыт работы с Go, Git, PostgreSQL. Интересные задачи, сильная инженерная команда, гибкий рабочий день.",Go;Git;Linux;Docker;PostgreSQL,Engineer,middle,70000.0,95000.0,80000.0
Архитектор-градостроитель,between1And3,full,fullDay,Москва,ООО Инфо-Гарант,"Открыта позиция Middle инженера для решения нетривиальных задач. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Стек команды включает Python, SQL. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Python;SQL,Engineer,middle,150000.0,,150000.0
Senior Software Engineer,between3And6,full,flexible,Москва,Selectel,"Открыта позиция Middle инженера для решения нетривиальных задач. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Требуется опыт: Git, Linux, SQL, Python. Стабильная компания, интересные технические проекты, сильная культура.",Python;SQL;Git;Linux;REST API,Engineer,middle,200000.0,265000.0,245000.0
Backend Engineer,between3And6,project,fullDay,Пермь,Selectel,"Приглашаем Middle специалиста для работы над продуктом компании. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. В работе будете использовать REST API, Linux. Работа над высоконагруженным продуктом с миллионами пользователей, ДМС.",Python;SQL;Git;Linux;REST API,Engineer,middle,155000.0,210000.0,190000.0
Middle Backend Developer,between3And6,full,remote,Нижний Новгород,Тинькофф,"Ищем Middle backend-разработчика для создания высоконагруженных сервисов. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Ожидаем уверенное владение Python. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Python,Backend Developer,middle,,150000.0,150000.0
Инженер по охране труда и технике безопасности,between3And6,full,fullDay,Воронеж,ИП Сербина Марина Борисовна,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Требуется опыт: Python, Git, Docker. Официальное оформление, ДМС, корпоративное обучение и конференции.",SQL;Git;Linux;Python;Docker,Engineer,middle,50000.0,,50000.0
Mid-level Senior Software Engineer,between3And6,full,remote,Челябинск,Контур,"Приглашаем Middle специалиста для работы над продуктом компании. Разработка и поддержка компонентов системы, написание тестов, участие в планировании. Стек команды включает Linux, PostgreSQL. Agile-процессы, современный стек, регулярные performance review.",Go;Git;Linux;Docker;PostgreSQL,Engineer,middle,185000.0,235000.0,215000.0
System Administrator,between3And6,full,remote,Краснодар,Газпром,"В IT-отдел нужен Middle специалист для поддержки серверов и сетей. Реализация задач по техническому дизайну, участие в ретроспективах и планировании. Стек команды включает Linux, Cisco, VMware. Работа в продуктовой команде, современный стек, возможность роста.",Linux;Windows Server;Active Directory;VMware;Cisco,System Administrator,middle,100000.0,135000.0,115000.0
Java Developer,between3And6,full,remote,Челябинск,2ГИС,"Приглашаем Middle backend-разработчика для работы над микросервисной архитектурой. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Необходимо знание MongoDB, Docker, TypeScript на уверенном уровне. Конкурентная зарплата с ежегодным ревью, ДМС, оплата конференций.",Node.js;TypeScript;MongoDB;Docker;Git,Backend Developer,middle,155000.0,175000.0,165000.0
Системный администратор (Junior),between1And3,full,fullDay,Саратов,ООО СПК Курников,"В IT-отдел нужен Junior специалист для поддержки серверов и сетей. Реализация небольших фич, исправление багов, активное обучение внутри команды. Требуется опыт: Active Directory, VMware. Конкурентная зарплата, гибкий график, возможность удалённой работы.",Active Directory;VMware,System Administrator,junior,70000.0,,70000.0
Middle Backend Developer,moreThan6,part,remote,Воронеж,2ГИС,"Команда разработки приглашает Lead backend-инженера. Руководство разработкой, найм специалистов, выстраивание процессов внутри команды. Ожидаем уверенное владение PostgreSQL, Redis, gRPC. Оплата обучения и сертификаций, ДМС, гибридный формат работы.",Go;gRPC;PostgreSQL;Redis;Kubernetes,Backend Developer,lead,165000.0,230000.0,195000.0
Middle Junior Software Engineer,between3And6,part,remote,Москва,VK,"Открыта позиция Middle инженера для решения нетривиальных задач. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Основной инструментарий: Linux, Docker, SQL, Git. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",Python;Git;Linux;Docker;SQL,Engineer,middle,130000.0,160000.0,145000.0
Инженер по качеству,between1And3,full,fullDay,Киров,АОВятка,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. В работе будете использовать Docker, Git, Python. Официальное оформление, ДМС, корпоративное обучение и конференции.",Docker;Python;Git,Engineer,middle,59000.0,,59000.0
Программист 1С,between3And6,full,fullDay,Москва,ИПВелес Анастасия Игоревна,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Разработка новых функциональных возможностей, оптимизация кода, документирование. Основной инструментарий: Linux, Docker. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",SQL;Docker;Linux,Engineer,middle,150000.0,,150000.0
LLM Engineer,moreThan6,full,remote,Воронеж,Тинькофф,"Ищем Senior AI-разработчика для построения интеллектуальных продуктов. Проектирование архитектурных решений, code review, менторство коллег. В работе будете использовать LLM, Vector DB. Конкурентная зарплата с ежегодным ревью, ДМС, оплата конференций.",Python;LLM;Vector DB;Prompt Engineering,AI Engineer,senior,490000.0,575000.0,535000.0
Программист 1С (ERP УП),between3And6,full,fullDay,Москва,ИП Трофимова Анастасия Владимировна,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Самостоятельная разработка фич, участие в code review, взаимодействие с командой. Обязателен практический опыт работы с Docker, Git, SQL, Python. Работа в продуктовой команде, современный стек, возможность роста.",Linux;Git;Python;Docker;SQL,Engineer,middle,250000.0,,250000.0
Senior Backend Developer,between1And3,full,remote,Красноярск,Самокат,"Приглашаем Junior backend-разработчика для работы над микросервисной архитектурой. Разработка задач под руководством тимлида, написание тестов, участие в code review. Обязателен практический опыт работы с Django, Git, PostgreSQL. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",Python;Django;PostgreSQL;Celery;Git,Backend Developer,junior,130000.0,165000.0,155000.0
ML Engineer,between3And6,project,flexible,Ростов-на-Дону,Тинькофф,"ML-команда приглашает Middle инженера для разработки и оптимизации моделей. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Стек команды включает Docker, sklearn, MLflow, PyTorch. Стабильная компания, интересные технические проекты, сильная культура.",Python;PyTorch;sklearn;MLflow;Docker,ML Engineer,middle,315000.0,395000.0,335000.0
Mid-level Software Developer,between3And6,full,remote,Красноярск,Авито,"В нашу команду требуется Middle инженер-разработчик с профильным опытом. Разработка новых функциональных возможностей, оптимизация кода, документирование. Обязателен практический опыт работы с Python, Git, Linux. Удалённая работа или офис в центре города, дружная команда.",Python;SQL;Git;Linux;REST API,Engineer,middle,100000.0,130000.0,110000.0
Программист 1С,between1And3,full,fullDay,Красноярск,ООО ПКО ТАЛИОН,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Разработка новых функциональных возможностей, оптимизация кода, документирование. Основной инструментарий: Linux, Docker. Белая зарплата, ДМС, компенсация спорта, обучение за счёт компании.",SQL;Docker;Linux,Engineer,middle,80000.0,100000.0,90000.0
Tech Lead,between3And6,project,flexible,Тюмень,Контур,"Ищем Middle IT-специалиста для работы над технически сложными задачами. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Основной инструментарий: Java, Linux. Прозрачный карьерный рост, ДМС, корпоративные мероприятия.",Java;Git;Linux;Docker;SQL,Engineer,middle,260000.0,335000.0,310000.0
Middle Frontend developer (Vue3),between1And3,full,fullDay,Екатеринбург,Объектив,"Ищем Middle frontend-разработчика для создания современных интерфейсов. Работа в кросс-функциональной команде, участие в code review, помощь junior-коллегам. Основной инструментарий: JavaScript, HTML, CSS, webpack. Удалённая работа или офис в центре города, дружная команда.",webpack;JavaScript;React;HTML;CSS,Frontend Developer,middle,135000.0,,135000.0
Backend Engineer,between3And6,full,remote,Новосибирск,Яндекс,"Ищем Middle backend-разработчика для создания высоконагруженных сервисов. Разработка новых функциональных возможностей, оптимизация кода, документирование. Ожидаем уверенное владение Kubernetes, Redis. Официальное оформление, ДМС, корпоративное обучение и конференции.",Go;gRPC;PostgreSQL;Redis;Kubernetes,Backend Developer,middle,235000.0,310000.0,260000.0
Junior AI Engineer,between1And3,full,fullDay,Екатеринбург,Сбер,"Развиваем AI-платформу, ищем Junior инженера с опытом работы с языковыми моделями. Реализация небольших фич, исправление багов, активное обучение внутри команды. Требуется опыт: методологии, сценарии, LLM. Работа над высоконагруженным продуктом, конкурентная зарплата, ДМС.",LLM;сценарии;методологии,AI Engineer,junior,150000.0,250000.0,200000.0
Python Developer,between3And6,project,fullDay,Самара,Яндекс,"Приглашаем Middle backend-разработчика для работы над микросервисной архитектурой. Разработка новых функциональных возможностей, оптимизация кода, документирование. Ключевые технологии стека: PostgreSQL, Git, Django. Удалённая работа или офис в центре города, дружная команда.",Python;Django;PostgreSQL;Celery;Git,Backend Developer,middle,125000.0,170000.0,145000.0
Mid-level Backend Engineer,between3And6,full,flexible,Ростов-на-Дону,СберТех,"Приглашаем Middle специалиста для работы над продуктом компании. Разработка новых функциональных возможностей, оптимизация кода, документирование. Ключевые технологии стека: Java, Linux. Официальное оформление, ДМС, корпоративное обучение и конференции.",Java;Git;Linux;Docker;SQL,Engineer,middle,75000.0,90000.0,85000.0
