id,name,salary_from,salary_to,salary_currency,experience,employment,schedule,city,company,description,skills,url
2502,Lead iOS Developer,146000.0,,RUR,moreThan6,full,fullDay,Москва,Лаборатория Касперского,Проектирование архитектуры микросервисов и интеграций с внешними системами,Swift;Objective-C;Xcode;Git;REST API;GraphQL,https://hh.ru/vacancy/2502
2503,Junior Data Scientist,600.0,900.0,USD,between1And3,project,shift,Новосибирск,МТС,Работа с большими объёмами данных в Spark и Hadoop кластерах,Python;pandas;sklearn;numpy;SQL,https://hh.ru/vacancy/2503
2504,Junior iOS Developer,106000.0,205000.0,RUR,between3And6,full,fullDay,Санкт-Петербург,Озон,Разработка NLP-систем для обработки текстов на русском и английском языках,Swift;Objective-C;Xcode;Git;REST API;REST API,https://hh.ru/vacancy/2504
2505,Senior iOS Developer,,,USD,between1And3,full,fullDay,Москва,ВТБ,Создание рекомендательных систем на основе коллаборативной фильтрации,Swift;Objective-C;Xcode;Git;REST API,https://hh.ru/vacancy/2505
2506,Product Analyst,58000.0,126000.0,RUR,noExperience,full,shift,Краснодар,Evrone,Анализ больших данных и построение дата-пайплайнов для бизнеса,SQL;Python;Amplitude;Mixpanel;A/B testing;gRPC,https://hh.ru/vacancy/2506
2507,Senior Data Scientist,88000.0,218000.0,RUR,between1And3,full,flexible,Москва,1С,Разработка мобильных приложений с использованием современных технологий,Python;sklearn;pandas;SQL;Jupyter;Linux,https://hh.ru/vacancy/2507
2508,Middle Python Developer,1300.0,3500.0,USD,moreThan6,full,fullDay,Казань,Positive Technologies,Разработка мобильных приложений с использованием современных технологий,Python;FastAPI;PostgreSQL;Docker;Git,https://hh.ru/vacancy/2508
2509,Lead NLP Engineer,135000.0,,RUR,between1And3,part,remote,Москва,Luxoft,Разработка backend сервисов на Python с использованием современных фреймворков,Python;BERT;HuggingFace;PyTorch;spaCy;GraphQL;REST API,https://hh.ru/vacancy/2509
2510,Staff Backend Developer,91000.0,182000.0,RUR,between3And6,full,fullDay,Москва,Positive Technologies,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Python;Django;Redis;PostgreSQL;Linux;MongoDB;Agile,https://hh.ru/vacancy/2510
2511,Business Analyst,,2000.0,USD,between3And6,full,fullDay,Казань,Газпромнефть,Исследование и внедрение новых подходов в области машинного обучения,SQL;Excel;Tableau;Power BI;BPMN;Git;Agile,https://hh.ru/vacancy/2511
2512,Senior Python Developer,127000.0,,RUR,noExperience,full,fullDay,Москва,МТС,Разработка backend сервисов на Python с использованием современных фреймворков,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis;Elasticsearch,https://hh.ru/vacancy/2512
2513,Junior Backend Developer,,274000.0,RUR,moreThan6,full,fullDay,Казань,Сбер,Сопровождение и развитие MLOps платформы для команды data science,Python;Django;Redis;PostgreSQL;Linux;Linux;Scrum,https://hh.ru/vacancy/2513
2514,Lead Android Developer,70000.0,144000.0,RUR,noExperience,full,remote,Нижний Новгород,SKB Kontur,Сопровождение и развитие MLOps платформы для команды data science,Kotlin;Android;Java;Git;REST API;Scrum;REST API,https://hh.ru/vacancy/2514
2515,Lead ML Engineer,322000.0,509000.0,RUR,between3And6,full,fullDay,Новосибирск,Wildberries,Сопровождение и развитие MLOps платформы для команды data science,Python;PyTorch;TensorFlow;MLflow;Kubernetes;gRPC,https://hh.ru/vacancy/2515
2516,NLP Engineer,146000.0,330000.0,RUR,between3And6,full,remote,Санкт-Петербург,ИТМО,Создание рекомендательных систем на основе коллаборативной фильтрации,Python;BERT;HuggingFace;PyTorch;spaCy;Linux;Scrum,https://hh.ru/vacancy/2516
2517,Junior Data Scientist,38000.0,81000.0,RUR,noExperience,volunteer,remote,Новосибирск,Mail.ru,Создание и поддержка ML моделей для продуктовых задач компании,Python;pandas;sklearn;numpy;SQL;REST API;Scrum,https://hh.ru/vacancy/2517
2518,MLOps Engineer,172000.0,375000.0,RUR,between3And6,part,remote,Казань,ИТМО,Работа с большими объёмами данных в Spark и Hadoop кластерах,Python;Docker;Kubernetes;MLflow;Airflow;MongoDB,https://hh.ru/vacancy/2518
2519,Senior Data Scientist,124000.0,267000.0,RUR,between3And6,full,flexible,Москва,ГК Иннополис,Участие в исследованиях в области компьютерного зрения и обработки изображений,Python;sklearn;pandas;SQL;Jupyter;gRPC;Git,https://hh.ru/vacancy/2519
2520,Lead Data Analyst,66000.0,134000.0,RUR,between1And3,full,remote,Санкт-Петербург,VK,Разработка NLP-систем для обработки текстов на русском и английском языках,SQL;Python;Tableau;Excel;Power BI,https://hh.ru/vacancy/2520
2521,Data Engineer,126000.0,316000.0,RUR,between3And6,full,remote,Санкт-Петербург,Positive Technologies,Разработка мобильных приложений с использованием современных технологий,Python;Spark;Airflow;Kafka;SQL;Elasticsearch,https://hh.ru/vacancy/2521
2522,Senior Python Developer,157000.0,321000.0,RUR,between1And3,full,remote,Санкт-Петербург,Газпромнефть,Работа с большими объёмами данных в Spark и Hadoop кластерах,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis;Elasticsearch;Scrum,https://hh.ru/vacancy/2522
2523,Lead Computer Vision Engineer,104000.0,222000.0,RUR,noExperience,project,remote,Москва,Озон,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Python;OpenCV;PyTorch;CUDA;TensorFlow,https://hh.ru/vacancy/2523
2524,Backend Developer,,156000.0,RUR,between1And3,full,fullDay,Самара,Wildberries,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;Django;Redis;PostgreSQL;Linux,https://hh.ru/vacancy/2524
2525,Junior Data Scientist,400.0,800.0,USD,noExperience,full,remote,Самара,VK,Участие в исследованиях в области компьютерного зрения и обработки изображений,Python;pandas;sklearn;numpy;SQL,https://hh.ru/vacancy/2525
2526,Junior Data Scientist,77000.0,138000.0,RUR,moreThan6,full,fullDay,Ростов-на-Дону,МТС,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Python;pandas;sklearn;numpy;SQL;REST API;Elasticsearch,https://hh.ru/vacancy/2526
2527,Java Developer,115000.0,254000.0,RUR,between1And3,full,fullDay,Санкт-Петербург,Luxoft,Работа с большими объёмами данных в Spark и Hadoop кластерах,Java;Spring;Kafka;PostgreSQL;Docker;REST API,https://hh.ru/vacancy/2527
2528,Frontend Developer,72000.0,142000.0,RUR,between1And3,full,remote,Екатеринбург,Акрос,Участие в исследованиях в области компьютерного зрения и обработки изображений,JavaScript;React;TypeScript;CSS;HTML;Agile,https://hh.ru/vacancy/2528
2529,Lead Data Analyst,96000.0,188000.0,RUR,moreThan6,project,flexible,Санкт-Петербург,EPAM,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,SQL;Python;Tableau;Excel;Power BI,https://hh.ru/vacancy/2529
2530,Senior Data Engineer,208000.0,435000.0,RUR,moreThan6,volunteer,remote,Уфа,Раифайзен,Работа с большими объёмами данных в Spark и Hadoop кластерах,Python;Spark;Airflow;Kafka;SQL;Elasticsearch;gRPC,https://hh.ru/vacancy/2530
2531,Data Engineer,1400.0,3500.0,EUR,between3And6,full,fullDay,Уфа,Wrike,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;Spark;Airflow;Kafka;SQL;Git,https://hh.ru/vacancy/2531
2532,Staff Product Analyst,75000.0,138000.0,RUR,between1And3,full,flexible,Казань,ИТМО,Участие в исследованиях в области компьютерного зрения и обработки изображений,SQL;Python;Amplitude;Mixpanel;A/B testing;Elasticsearch;Scrum,https://hh.ru/vacancy/2532
2533,Middle Go Developer,,279000.0,RUR,between3And6,full,fullDay,Санкт-Петербург,Ростелеком,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Go;gRPC;PostgreSQL;Redis;Kubernetes,https://hh.ru/vacancy/2533
2534,Lead Business Analyst,59000.0,123000.0,RUR,between1And3,project,remote,Нижний Новгород,Авито,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,SQL;Excel;Tableau;Power BI;BPMN,https://hh.ru/vacancy/2534
2535,Junior Data Scientist,,108000.0,RUR,between1And3,full,remote,Москва,Сбер,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;pandas;sklearn;numpy;SQL;Linux;Elasticsearch,https://hh.ru/vacancy/2535
2536,Senior Backend Developer,67000.0,148000.0,RUR,between1And3,full,fullDay,Ростов-на-Дону,Ростелеком,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;Django;Redis;PostgreSQL;Linux;Linux;Elasticsearch,https://hh.ru/vacancy/2536
2537,Middle NLP Engineer,2500.0,4200.0,USD,moreThan6,full,flexible,Нижний Новгород,Сбер,Разработка backend сервисов на Python с использованием современных фреймворков,Python;BERT;HuggingFace;PyTorch;spaCy;REST API;Git,https://hh.ru/vacancy/2537
2538,Junior Data Analyst,68000.0,173000.0,RUR,between3And6,full,flexible,Москва,Альфа-Банк,Участие в исследованиях в области компьютерного зрения и обработки изображений,SQL;Python;Tableau;Excel;Power BI,https://hh.ru/vacancy/2538
2539,MLOps Engineer,159000.0,338000.0,RUR,between3And6,full,fullDay,Самара,Раифайзен,Разработка мобильных приложений с использованием современных технологий,Python;Docker;Kubernetes;MLflow;Airflow;Elasticsearch,https://hh.ru/vacancy/2539
2540,Product Analyst,80000.0,188000.0,RUR,between3And6,full,flexible,Новосибирск,EPAM,Сопровождение и развитие MLOps платформы для команды data science,SQL;Python;Amplitude;Mixpanel;A/B testing;Scrum,https://hh.ru/vacancy/2540
2541,Computer Vision Engineer,255000.0,460000.0,RUR,moreThan6,full,remote,Нижний Новгород,SKB Kontur,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;OpenCV;PyTorch;CUDA;TensorFlow,https://hh.ru/vacancy/2541
2542,Middle Python Developer,92000.0,213000.0,RUR,between1And3,full,remote,Москва,Positive Technologies,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Python;FastAPI;PostgreSQL;Docker;Git;Elasticsearch,https://hh.ru/vacancy/2542
2543,Data Scientist,112000.0,255000.0,RUR,between1And3,full,remote,Санкт-Петербург,DataArt,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;sklearn;pandas;SQL;Jupyter,https://hh.ru/vacancy/2543
2544,Business Analyst,70000.0,125000.0,RUR,between1And3,full,flexible,Санкт-Петербург,Газпромнефть,Создание и поддержка ML моделей для продуктовых задач компании,SQL;Excel;Tableau;Power BI;BPMN;GraphQL;REST API,https://hh.ru/vacancy/2544
2545,Data Analyst,52000.0,131000.0,RUR,between1And3,full,fullDay,Казань,Яндекс,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,SQL;Python;Tableau;Excel;Power BI;gRPC;Git,https://hh.ru/vacancy/2545
2546,Frontend Developer,118000.0,215000.0,RUR,moreThan6,full,fullDay,Санкт-Петербург,SKB Kontur,Проектирование архитектуры микросервисов и интеграций с внешними системами,JavaScript;React;TypeScript;CSS;HTML;Scrum,https://hh.ru/vacancy/2546
2547,Middle Data Engineer,126000.0,287000.0,RUR,between3And6,part,fullDay,Волгоград,Авито,Участие в исследованиях в области компьютерного зрения и обработки изображений,Python;Spark;Airflow;Kafka;SQL;MongoDB,https://hh.ru/vacancy/2547
2548,iOS Developer,133000.0,273000.0,RUR,moreThan6,full,fullDay,Санкт-Петербург,Positive Technologies,Создание рекомендательных систем на основе коллаборативной фильтрации,Swift;Objective-C;Xcode;Git;REST API,https://hh.ru/vacancy/2548
2549,Lead Data Scientist,123000.0,340000.0,RUR,between3And6,full,fullDay,Москва,Альфа-Банк,Разработка NLP-систем для обработки текстов на русском и английском языках,Python;sklearn;pandas;SQL;Jupyter,https://hh.ru/vacancy/2549
2550,MLOps Engineer,161000.0,296000.0,RUR,between1And3,full,remote,Самара,Ростелеком,Работа с большими объёмами данных в Spark и Hadoop кластерах,Python;Docker;Kubernetes;MLflow;Airflow;GraphQL,https://hh.ru/vacancy/2550
2551,Backend Developer,80000.0,194000.0,RUR,between1And3,full,flexible,Нижний Новгород,Тинькофф,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;Django;Redis;PostgreSQL;Linux;Git;MongoDB,https://hh.ru/vacancy/2551
2552,Computer Vision Engineer,167000.0,370000.0,RUR,between1And3,part,shift,Москва,ИТМО,Участие в исследованиях в области компьютерного зрения и обработки изображений,Python;OpenCV;PyTorch;CUDA;TensorFlow,https://hh.ru/vacancy/2552
2553,Lead ML Engineer,,5100.0,USD,between1And3,full,fullDay,Уфа,VK,Работа с большими объёмами данных в Spark и Hadoop кластерах,Python;PyTorch;TensorFlow;MLflow;Kubernetes,https://hh.ru/vacancy/2553
2554,Junior ML Engineer,165000.0,432000.0,RUR,between3And6,project,shift,Екатеринбург,Альфа-Банк,Сопровождение и развитие MLOps платформы для команды data science,Python;PyTorch;Kubernetes;MLflow;Airflow,https://hh.ru/vacancy/2554
2555,Python Developer,90000.0,227000.0,RUR,between3And6,full,fullDay,Ростов-на-Дону,МТС,Разработка API и интеграция с внешними сервисами и базами данных,Python;FastAPI;PostgreSQL;Docker;Git,https://hh.ru/vacancy/2555
2556,Data Engineer,,210000.0,RUR,noExperience,project,remote,Москва,Wrike,Разработка NLP-систем для обработки текстов на русском и английском языках,Python;Spark;Airflow;Kafka;SQL,https://hh.ru/vacancy/2556
2557,Lead Computer Vision Engineer,161000.0,422000.0,RUR,between3And6,full,remote,Ростов-на-Дону,ИТМО,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Python;OpenCV;PyTorch;CUDA;TensorFlow;Scrum,https://hh.ru/vacancy/2557
2558,Junior Data Scientist,34000.0,83000.0,RUR,noExperience,project,flexible,Волгоград,Лаборатория Касперского,Разработка API и интеграция с внешними сервисами и базами данных,Python;pandas;sklearn;numpy;SQL,https://hh.ru/vacancy/2558
2559,Go Developer,136000.0,331000.0,RUR,between3And6,full,remote,Волгоград,EPAM,Разработка мобильных приложений с использованием современных технологий,Go;gRPC;PostgreSQL;Redis;Kubernetes;REST API;Elasticsearch,https://hh.ru/vacancy/2559
2560,iOS Developer,97000.0,206000.0,RUR,between1And3,full,shift,Санкт-Петербург,Тинькофф,Работа с большими объёмами данных в Spark и Hadoop кластерах,Swift;Objective-C;Xcode;Git;REST API;GraphQL,https://hh.ru/vacancy/2560
2561,Business Analyst,69000.0,146000.0,RUR,between3And6,full,fullDay,Москва,Тинькофф,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,SQL;Excel;Tableau;Power BI;BPMN;GraphQL;Agile,https://hh.ru/vacancy/2561
2562,Lead Data Scientist,1200.0,2600.0,USD,between1And3,full,flexible,Санкт-Петербург,ГК Иннополис,Участие в исследованиях в области компьютерного зрения и обработки изображений,Python;sklearn;pandas;SQL;Jupyter,https://hh.ru/vacancy/2562
2563,Junior Backend Developer,79000.0,219000.0,RUR,between3And6,full,fullDay,Москва,ВТБ,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;Django;Redis;PostgreSQL;Linux;Agile;GraphQL,https://hh.ru/vacancy/2563
2564,Data Analyst,400.0,1100.0,EUR,noExperience,full,flexible,Москва,Газпромнефть,Анализ больших данных и построение дата-пайплайнов для бизнеса,SQL;Python;Tableau;Excel;Power BI,https://hh.ru/vacancy/2564
2565,Middle Go Developer,103000.0,209000.0,RUR,noExperience,full,fullDay,Казань,Яндекс,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Go;gRPC;PostgreSQL;Redis;Kubernetes,https://hh.ru/vacancy/2565
2566,Middle Android Developer,90000.0,190000.0,RUR,between3And6,part,fullDay,Нижний Новгород,Альфа-Банк,Разработка backend сервисов на Python с использованием современных фреймворков,Kotlin;Android;Java;Git;REST API;MongoDB,https://hh.ru/vacancy/2566
2567,Lead iOS Developer,62000.0,150000.0,RUR,noExperience,volunteer,remote,Челябинск,ГК Иннополис,Разработка NLP-систем для обработки текстов на русском и английском языках,Swift;Objective-C;Xcode;Git;REST API;Elasticsearch,https://hh.ru/vacancy/2567
2568,Junior Data Scientist,54000.0,120000.0,RUR,between3And6,full,fullDay,Москва,Акрос,Работа с большими объёмами данных в Spark и Hadoop кластерах,Python;pandas;sklearn;numpy;SQL,https://hh.ru/vacancy/2568
2569,Middle iOS Developer,700.0,1800.0,USD,noExperience,full,fullDay,Екатеринбург,Ростелеком,Сопровождение и развитие MLOps платформы для команды data science,Swift;Objective-C;Xcode;Git;REST API,https://hh.ru/vacancy/2569
2570,Senior Frontend Developer,70000.0,153000.0,RUR,between1And3,full,remote,Москва,EPAM,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,JavaScript;React;TypeScript;CSS;HTML;Git;Linux,https://hh.ru/vacancy/2570
2571,Junior Data Scientist,57000.0,91000.0,RUR,between1And3,full,fullDay,Челябинск,2ГИС,Создание и поддержка ML моделей для продуктовых задач компании,Python;pandas;sklearn;numpy;SQL;Scrum;gRPC,https://hh.ru/vacancy/2571
2572,Lead Java Developer,87000.0,187000.0,RUR,noExperience,full,fullDay,Новосибирск,Озон,Создание рекомендательных систем на основе коллаборативной фильтрации,Java;Spring;Kafka;PostgreSQL;Docker;Scrum;MongoDB,https://hh.ru/vacancy/2572
2573,NLP Engineer,128000.0,275000.0,RUR,between1And3,full,remote,Москва,Сбер,Разработка backend сервисов на Python с использованием современных фреймворков,Python;BERT;HuggingFace;PyTorch;spaCy,https://hh.ru/vacancy/2573
2574,Staff Backend Developer,600.0,1900.0,EUR,between1And3,full,remote,Челябинск,Positive Technologies,Создание рекомендательных систем на основе коллаборативной фильтрации,Python;Django;Redis;PostgreSQL;Linux,https://hh.ru/vacancy/2574
2575,Junior Android Developer,,3200.0,USD,moreThan6,full,fullDay,Москва,Positive Technologies,Участие в исследованиях в области компьютерного зрения и обработки изображений,Kotlin;Android;Java;Git;REST API,https://hh.ru/vacancy/2575
2576,Lead ML Engineer,,279000.0,RUR,noExperience,project,remote,Санкт-Петербург,ГК Иннополис,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Python;PyTorch;Kubernetes;MLflow;Airflow,https://hh.ru/vacancy/2576
2577,Middle Product Analyst,75000.0,167000.0,RUR,between1And3,full,remote,Санкт-Петербург,Luxoft,Сопровождение и развитие MLOps платформы для команды data science,SQL;Python;Amplitude;Mixpanel;A/B testing;gRPC,https://hh.ru/vacancy/2577
2578,Junior Go Developer,128000.0,273000.0,RUR,between3And6,full,fullDay,Москва,Тинькофф,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Go;gRPC;PostgreSQL;Redis;Kubernetes;GraphQL;Scrum,https://hh.ru/vacancy/2578
2579,Middle Java Developer,1200.0,2900.0,USD,between3And6,full,fullDay,Воронеж,МТС,Разработка API и интеграция с внешними сервисами и базами данных,Java;Spring;Kafka;PostgreSQL;Docker,https://hh.ru/vacancy/2579
2580,Business Analyst,77000.0,126000.0,RUR,between1And3,project,remote,Москва,Сколтех,Работа с большими объёмами данных в Spark и Hadoop кластерах,SQL;Excel;Tableau;Power BI;BPMN;Linux,https://hh.ru/vacancy/2580
2581,Junior MLOps Engineer,175000.0,383000.0,RUR,between3And6,full,remote,Санкт-Петербург,Тинькофф,Сопровождение и развитие MLOps платформы для команды data science,Python;Docker;Kubernetes;MLflow;Airflow;GraphQL;Git,https://hh.ru/vacancy/2581
2582,MLOps Engineer,166000.0,312000.0,RUR,between3And6,full,remote,Москва,Positive Technologies,Создание и поддержка ML моделей для продуктовых задач компании,Python;Docker;Kubernetes;MLflow;Airflow;Agile;Elasticsearch,https://hh.ru/vacancy/2582
2583,Middle Data Scientist,112000.0,,RUR,between1And3,full,fullDay,Москва,ИТМО,Создание и поддержка ML моделей для продуктовых задач компании,Python;sklearn;pandas;SQL;Jupyter;REST API;MongoDB,https://hh.ru/vacancy/2583
2584,Data Analyst,52000.0,140000.0,RUR,between1And3,part,fullDay,Екатеринбург,1С,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,SQL;Python;Tableau;Excel;Power BI;Linux,https://hh.ru/vacancy/2584
2585,Java Developer,,319000.0,RUR,between3And6,project,remote,Нижний Новгород,DataArt,Разработка NLP-систем для обработки текстов на русском и английском языках,Java;Spring;Kafka;PostgreSQL;Docker,https://hh.ru/vacancy/2585
2586,Senior Android Developer,94000.0,166000.0,RUR,between1And3,full,fullDay,Санкт-Петербург,Сколтех,Сопровождение и развитие MLOps платформы для команды data science,Kotlin;Android;Java;Git;REST API;Elasticsearch,https://hh.ru/vacancy/2586
2587,Junior Data Engineer,152000.0,329000.0,RUR,between3And6,full,flexible,Санкт-Петербург,Mail.ru,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Python;Spark;Airflow;Kafka;SQL,https://hh.ru/vacancy/2587
2588,Middle Go Developer,145000.0,255000.0,RUR,between1And3,volunteer,fullDay,Санкт-Петербург,EPAM,Разработка API и интеграция с внешними сервисами и базами данных,Go;gRPC;PostgreSQL;Redis;Kubernetes;GraphQL;Linux,https://hh.ru/vacancy/2588
2589,Middle Data Engineer,1400.0,,USD,between1And3,full,fullDay,Волгоград,Мегафон,Разработка backend сервисов на Python с использованием современных фреймворков,Python;Spark;Airflow;Kafka;SQL;Agile;Linux,https://hh.ru/vacancy/2589
2590,Senior Python Developer,228000.0,436000.0,RUR,between3And6,full,fullDay,Новосибирск,Раифайзен,Сопровождение и развитие MLOps платформы для команды data science,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis;gRPC,https://hh.ru/vacancy/2590
2591,Middle Computer Vision Engineer,1800.0,4500.0,USD,between3And6,full,fullDay,Ростов-на-Дону,Альфа-Банк,Создание и поддержка ML моделей для продуктовых задач компании,Python;OpenCV;PyTorch;CUDA;TensorFlow;gRPC;GraphQL,https://hh.ru/vacancy/2591
2592,Junior Business Analyst,900.0,1600.0,USD,between3And6,full,flexible,Санкт-Петербург,Яндекс,Разработка API и интеграция с внешними сервисами и базами данных,SQL;Excel;Tableau;Power BI;BPMN;Elasticsearch,https://hh.ru/vacancy/2592
2593,Lead iOS Developer,104000.0,239000.0,RUR,between3And6,full,fullDay,Москва,SKB Kontur,Разработка API и интеграция с внешними сервисами и базами данных,Swift;Objective-C;Xcode;Git;REST API,https://hh.ru/vacancy/2593
2594,Android Developer,64000.0,161000.0,RUR,noExperience,full,fullDay,Казань,Luxoft,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Kotlin;Android;Java;Git;REST API;MongoDB,https://hh.ru/vacancy/2594
2595,Senior Python Developer,195000.0,,RUR,between3And6,project,flexible,Санкт-Петербург,Ростелеком,Создание и поддержка ML моделей для продуктовых задач компании,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis,https://hh.ru/vacancy/2595
2596,Senior Python Developer,88000.0,212000.0,RUR,between1And3,full,remote,Москва,Акрос,Работа с большими объёмами данных в Spark и Hadoop кластерах,Python;FastAPI;PostgreSQL;Docker;Git;Git,https://hh.ru/vacancy/2596
2597,MLOps Engineer,146000.0,256000.0,RUR,between1And3,full,remote,Самара,Лаборатория Касперского,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;Docker;Kubernetes;MLflow;Airflow,https://hh.ru/vacancy/2597
2598,Lead ML Engineer,398000.0,677000.0,RUR,moreThan6,full,remote,Пермь,Positive Technologies,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;PyTorch;TensorFlow;MLflow;Kubernetes;Scrum,https://hh.ru/vacancy/2598
2599,Middle Computer Vision Engineer,2800.0,6000.0,USD,moreThan6,volunteer,remote,Санкт-Петербург,VK,Участие в исследованиях в области компьютерного зрения и обработки изображений,Python;OpenCV;PyTorch;CUDA;TensorFlow;Scrum;Linux,https://hh.ru/vacancy/2599
2600,Business Analyst,68000.0,170000.0,RUR,between3And6,full,flexible,Ростов-на-Дону,Авито,Разработка NLP-систем для обработки текстов на русском и английском языках,SQL;Excel;Tableau;Power BI;BPMN,https://hh.ru/vacancy/2600
2601,Python Developer,,233000.0,RUR,between1And3,full,flexible,Москва,ВТБ,Участие в исследованиях в области компьютерного зрения и обработки изображений,Python;FastAPI;PostgreSQL;Docker;Git;Git;gRPC,https://hh.ru/vacancy/2601
2602,Lead ML Engineer,311000.0,492000.0,RUR,between3And6,full,remote,Санкт-Петербург,Акрос,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Python;PyTorch;TensorFlow;MLflow;Kubernetes;Git,https://hh.ru/vacancy/2602
2603,Senior Computer Vision Engineer,197000.0,343000.0,RUR,between3And6,full,fullDay,Екатеринбург,Раифайзен,Создание рекомендательных систем на основе коллаборативной фильтрации,Python;OpenCV;PyTorch;CUDA;TensorFlow;gRPC;Linux,https://hh.ru/vacancy/2603
2604,Python Developer,89000.0,257000.0,RUR,between3And6,part,fullDay,Москва,Раифайзен,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Python;FastAPI;PostgreSQL;Docker;Git,https://hh.ru/vacancy/2604
2605,Senior Data Scientist,,186000.0,RUR,noExperience,full,fullDay,Самара,Мегафон,Работа с большими объёмами данных в Spark и Hadoop кластерах,Python;sklearn;pandas;SQL;Jupyter,https://hh.ru/vacancy/2605
2606,Senior Android Developer,71000.0,162000.0,RUR,noExperience,full,fullDay,Москва,Газпромнефть,Исследование и внедрение новых подходов в области машинного обучения,Kotlin;Android;Java;Git;REST API,https://hh.ru/vacancy/2606
2607,Senior MLOps Engineer,177000.0,314000.0,RUR,between3And6,full,fullDay,Пермь,Авито,Разработка API и интеграция с внешними сервисами и базами данных,Python;Docker;Kubernetes;MLflow;Airflow;GraphQL,https://hh.ru/vacancy/2607
2608,Lead Python Developer,93000.0,202000.0,RUR,between1And3,full,fullDay,Екатеринбург,МТС,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Python;FastAPI;PostgreSQL;Docker;Git,https://hh.ru/vacancy/2608
2609,Computer Vision Engineer,191000.0,332000.0,RUR,between3And6,project,shift,Москва,VK,Построение аналитических дашбордов и отчётности для принятия бизнес-решений,Python;OpenCV;PyTorch;CUDA;TensorFlow;Elasticsearch,https://hh.ru/vacancy/2609
2610,Lead ML Engineer,,348000.0,RUR,noExperience,full,fullDay,Челябинск,JetBrains,Исследование и внедрение новых подходов в области машинного обучения,Python;PyTorch;TensorFlow;MLflow;Kubernetes;REST API,https://hh.ru/vacancy/2610
2611,Junior Data Scientist,65000.0,102000.0,RUR,between3And6,full,remote,Москва,Озон,Сопровождение и развитие MLOps платформы для команды data science,Python;pandas;sklearn;numpy;SQL;gRPC,https://hh.ru/vacancy/2611
2612,Lead MLOps Engineer,1700.0,2900.0,USD,between1And3,volunteer,remote,Новосибирск,Альфа-Банк,Разработка NLP-систем для обработки текстов на русском и английском языках,Python;Docker;Kubernetes;MLflow;Airflow,https://hh.ru/vacancy/2612
2613,Senior Data Analyst,51000.0,121000.0,RUR,between1And3,part,fullDay,Санкт-Петербург,2ГИС,Разработка NLP-систем для обработки текстов на русском и английском языках,SQL;Python;Tableau;Excel;Power BI;Elasticsearch,https://hh.ru/vacancy/2613
2614,Java Developer,77000.0,198000.0,RUR,noExperience,full,flexible,Новосибирск,DataArt,Проектирование архитектуры микросервисов и интеграций с внешними системами,Java;Spring;Kafka;PostgreSQL;Docker,https://hh.ru/vacancy/2614
2615,Senior MLOps Engineer,159000.0,,RUR,between1And3,full,fullDay,Москва,Авито,Разработка и оптимизация алгоритмов обработки данных в режиме реального времени,Python;Docker;Kubernetes;MLflow;Airflow;Git;Agile,https://hh.ru/vacancy/2615
2616,Staff Product Analyst,66000.0,151000.0,RUR,between1And3,full,remote,Москва,ВТБ,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,SQL;Python;Amplitude;Mixpanel;A/B testing;Linux;GraphQL,https://hh.ru/vacancy/2616
2617,Junior Data Analyst,57000.0,135000.0,RUR,between1And3,full,fullDay,Москва,Ростелеком,Разработка API и интеграция с внешними сервисами и базами данных,SQL;Python;Tableau;Excel;Power BI;gRPC,https://hh.ru/vacancy/2617
